RR,SpO2
0.812081412,95.44520313
0.789612126,95.34481764
0.796882847,95.24439818
0.780058116,95.16971499
0.765786865,95.16974176
0.812816081,95.16975624
0.768259741,95.1697613
0.767802382,95.16979566
0.744890111,95.1439825
0.703776044,95.0435422
0.680259269,94.94314774
0.709385028,94.84270684
0.687254247,94.74228673
0.701656433,94.64185901
0.678725668,94.51554481
0.703916463,94.31469023
0.731659387,94.11379704
0.70871548,93.88699906
0.673123138,93.61147926
0.692937736,93.41051562
0.692544576,93.20951416
0.6915884,93.00855002
0.742182229,92.80761577
0.751671543,92.58073315
0.792972704,92.30518982
0.828863031,92.07826395
0.891214987,91.77691144
0.950430223,91.50145479
0.961442794,91.30051225
0.993517327,91.07365307
1.009391157,90.77237006
0.994103857,90.47105887
1.093812797,90.16973725
1.060834405,89.92036772
1.044458383,89.84593216
0.991355948,89.87184707
1.045027316,89.99828064
1.059521239,90.22518706
1.043280786,90.52656058
0.997908602,90.87995328
0.985121511,91.40823413
0.963510094,92.01089878
0.90521323,92.61356879
0.864029869,93.21631147
0.862612746,93.76692693
0.868730225,94.16880593
0.844596804,94.54462993
0.812306667,94.8199669
0.793532813,95.04698288
0.779735806,95.32224527
0.772213439,95.49703532
0.771772231,95.59748
0.738990961,95.6979175
0.736373059,95.77227251
0.738406342,95.79838974
0.76108996,95.89880199
0.729361968,95.99921353
0.711118796,96.09965151
0.761931446,96.17400917
0.716715975,96.17401444
0.700653779,96.17405224
0.739901591,96.17407264
0.741911073,96.17409897
0.74138814,96.17414843
0.786658458,96.17415684
0.730535236,96.17416111
0.754151891,96.17417974
0.800196587,96.17417173
0.77878527,96.17413585
0.730505096,96.17413949
