DC_red,AC_red,DC_ir,AC_ir,SpO2
91.60301134,0.16572558,121.4717015,0.317768811,97.88142976
91.58563955,0.164225108,121.4453595,0.296844285,97.88145805
91.5602651,0.152911247,121.4261099,0.284232785,97.84244253
91.53222019,0.139996566,121.3955305,0.270787959,97.74211909
91.49682407,0.135074484,121.3459254,0.257319269,97.64178237
91.46499552,0.136509407,121.2961732,0.256601366,97.58036416
91.44982646,0.139956033,121.2605776,0.258790254,97.58034054
91.4067053,0.127488238,121.1765491,0.251636645,97.58035655
91.37641068,0.122784969,121.1223302,0.238076742,97.54145577
91.29168458,0.121066329,121.0215621,0.233097813,97.441145
91.27076016,0.129694976,120.9618022,0.250677665,97.3408389
91.22406196,0.127148929,120.8952491,0.238532671,97.27953683
91.18583332,0.128703671,120.8356757,0.239404186,97.31855376
91.15492406,0.140624373,120.7834487,0.248307361,97.41889189
91.1098494,0.154307933,120.7316765,0.258757148,97.51922557
91.08198196,0.143687229,120.690583,0.252382574,97.61959586
91.053487,0.136878808,120.666067,0.24732678,97.71999905
91.0180292,0.137110182,120.6430208,0.252316687,97.82032351
91.00121209,0.131616422,120.5992696,0.245214371,97.92066682
90.96728836,0.132017745,120.5581013,0.240109845,98.02099148
90.91201135,0.122443863,120.4907198,0.227548575,98.12135221
90.86330612,0.122386233,120.435612,0.231024585,98.1826934
90.82173133,0.115491039,120.3976842,0.227552734,98.18270305
90.78458263,0.108456713,120.3503485,0.235665953,98.18272888
90.73450865,0.109491872,120.3249612,0.225711513,98.14358051
90.67636924,0.107638639,120.2924038,0.217241278,98.0432529
90.58080934,0.103674297,120.2287981,0.206063992,97.94287646
90.51173756,0.109762396,120.188484,0.221613551,97.84254328
90.44944373,0.115423085,120.1898058,0.229242941,97.74219147
90.38174811,0.118571171,120.1869654,0.240567526,97.64185432
90.34724045,0.126064349,120.2131936,0.253172503,97.54151254
90.30767195,0.120277217,120.2279829,0.23621624,97.44112495
90.28034628,0.117093265,120.2355168,0.218365659,97.30148244
90.19882628,0.122264754,120.226796,0.214866134,97.10055057
90.16536661,0.119395251,120.1999327,0.223191365,96.93879218
90.10584957,0.114414336,120.1652238,0.223015365,96.83824852
90.00861373,0.107063994,120.1127147,0.204668105,96.73768903
89.90844981,0.10826117,120.0366842,0.207693269,96.63710057
89.79435907,0.111713764,119.9466114,0.208633668,96.53651879
89.66600533,0.101899257,119.843701,0.190969592,96.43596539
89.52218004,0.094260678,119.7138466,0.177589006,96.29611096
89.39513386,0.096354216,119.4591409,0.192214492,96.09517024
89.27089277,0.087756827,119.346276,0.191536743,95.9334685
89.20037521,0.085517707,119.2443229,0.186979741,95.83311038
89.03932992,0.094399955,119.14212,0.192865476,95.69336653
88.93315031,0.094394194,119.0683638,0.179428834,95.4924928
88.83738633,0.108199116,118.9543779,0.183036438,95.29166368
88.71754685,0.113924345,118.9189529,0.18322589,95.09084499
88.71929498,0.116331235,118.9241795,0.173177065,94.85066103
88.68966044,0.122812855,118.9022459,0.185125639,94.54934384
88.71330748,0.13421367,118.9153174,0.20516538,94.28731105
88.72171131,0.142282651,118.9110135,0.21311297,94.12575761
88.73030088,0.14997685,118.8956433,0.217664275,94.0253454
88.75714555,0.148141007,118.8835478,0.209061029,93.92485057
88.78724111,0.157265846,118.8526336,0.228190622,93.86372294
88.81456168,0.164751641,118.8362753,0.248135985,93.90308832
88.83869898,0.165772416,118.8470865,0.24397928,94.0034914
88.89064553,0.154260961,118.8409876,0.257394706,94.10391589
88.9384994,0.148590363,118.8165033,0.263973354,94.28310629
88.97852316,0.159103098,118.8066043,0.265386888,94.58435265
89.0339163,0.149620839,118.7929314,0.256205807,94.88564663
89.05687794,0.15305621,118.7710301,0.262187262,95.14760148
89.1141353,0.156175892,118.747305,0.263187367,95.38794506
89.14330339,0.151029527,118.7185757,0.261363671,95.68936297
89.17736776,0.1463494,118.7067776,0.257937311,95.99081441
89.19884224,0.145470225,118.6837768,0.257326777,96.25284708
89.20898836,0.142639666,118.6280367,0.25498481,96.45384373
89.23021838,0.145515749,118.5835122,0.254205139,96.65483379
89.24237025,0.142238526,118.5518298,0.250136443,96.81641289
89.24713909,0.131049205,118.5055373,0.24680992,96.9565012
89.24953837,0.121969517,118.4512721,0.239730946,97.15744149
89.26482715,0.105567677,118.40783,0.226156019,97.35832267
89.25368307,0.10397937,118.3639333,0.232897295,97.51969306
89.24879629,0.103417165,118.3308263,0.232001127,97.62001884
89.23817475,0.093722187,118.283905,0.219217087,97.72034311
89.23597634,0.092946611,118.2414651,0.216309354,97.82068804
89.22330675,0.096234139,118.1974565,0.224969631,97.92104759
89.21821637,0.100694872,118.1649374,0.23352252,98.02138847
89.2171858,0.109256103,118.1262788,0.24092472,98.12174555
89.2166172,0.10940474,118.1038557,0.24206262,98.1826405
89.2165988,0.10696614,118.0848712,0.248943526,98.18262358
89.20924709,0.11223796,118.0655578,0.23401344,98.18260371
90.43065752,0.14567135,123.764389,0.251076801,95.6607339
90.41546134,0.133496283,123.7207772,0.233876538,95.76115172
90.4071571,0.148547169,123.6650671,0.245668078,95.86154805
90.40508442,0.141040139,123.6249017,0.240505022,95.9619523
90.39694104,0.141185116,123.5909464,0.243323003,96.06236749
90.37701956,0.142296994,123.5480809,0.244388267,96.16278805
90.36873785,0.134037108,123.4894242,0.234514333,96.17420345
90.34142018,0.132285347,123.4407689,0.228509899,96.17416584
90.30796965,0.140122709,123.3751718,0.231543231,96.17413918
90.27495062,0.130704647,123.2907094,0.251954646,96.17410971
90.26260896,0.129569995,123.2240957,0.246742881,96.1740704
90.23241502,0.12992662,123.1044172,0.257418759,96.17403675
90.18722783,0.137132331,123.0044317,0.254983977,96.17405784
90.1613775,0.13592558,122.9406052,0.257323888,96.17404404
90.12646825,0.125710729,122.8160844,0.235419234,96.1740328
90.05641002,0.124873493,122.7027786,0.235853093,96.17403552
90.01499472,0.121446965,122.6172556,0.233462371,96.17403105
89.94990538,0.121155914,122.4964423,0.235175042,96.17410068
89.92297695,0.123982255,122.4388092,0.236356851,96.17417141
89.9087285,0.130029146,122.3442065,0.239780097,96.17428168
89.88289985,0.145720936,122.3517241,0.238290977,96.17435891
89.86983867,0.132176094,122.3366032,0.226298746,96.17441223
89.82836172,0.126587981,122.2587845,0.217230623,96.1744262
89.81183091,0.122181971,122.2322712,0.220061637,96.17447385
89.80892693,0.124547093,122.2346605,0.230335266,96.17448904
89.79774952,0.126523516,122.2373843,0.234259859,96.17448987
89.7784004,0.133736237,122.2544366,0.232704644,96.1744917
89.77732009,0.119938092,122.2723668,0.215868537,96.17445349
89.75849537,0.105770118,122.2670006,0.193799134,96.17440758
89.74602286,0.109551926,122.277796,0.191124072,96.17437039
89.72192881,0.101172985,122.243538,0.187797339,96.17433177
89.71936045,0.101835564,122.2359083,0.191481189,96.17432285
89.7140734,0.095867285,122.2062774,0.174432629,96.17433128
89.65903694,0.091605203,122.1695228,0.164432669,96.17434729
89.60881422,0.094287509,122.1337893,0.165360884,96.17434851
89.53503122,0.103697253,122.0635104,0.180164007,96.1743555
89.48186857,0.093859945,122.0265391,0.172061464,96.08504142
89.42488389,0.099659297,121.9685317,0.180769579,95.98462575
89.34332681,0.103777105,121.9010072,0.194923489,95.88425717
89.28164416,0.093990004,121.8435688,0.194412629,95.7838436
89.21490661,0.097748142,121.7837076,0.200394642,95.68344018
89.17971296,0.109636177,121.7374955,0.22204435,95.58302317
89.15677645,0.107935824,121.7125404,0.224082104,95.48262277
89.12186072,0.108910424,121.6786163,0.227535836,95.38220119
89.06210316,0.108682086,121.619987,0.222788199,95.28177343
89.02804889,0.101407438,121.5887833,0.213199064,95.09194407
88.99048767,0.108653525,121.5369507,0.219257299,94.98040703
88.95131285,0.11087389,121.4884291,0.212972412,94.87996167
88.92558625,0.110942277,121.4727076,0.212259651,94.77947648
88.8876757,0.106730693,121.4628508,0.205413009,94.67901988
88.83108709,0.110135461,121.427069,0.208882011,94.48913862
88.81660802,0.102177064,121.4108877,0.192655021,94.2882578
88.76131416,0.097639092,121.4005626,0.192442734,94.08732417
88.73566043,0.102957775,121.3928867,0.194431107,93.88641356
88.67331828,0.103699716,121.4059832,0.189213781,93.68553649
88.58530827,0.098532836,121.3781842,0.167348908,93.57405331
88.53370486,0.118054689,121.2507451,0.179076215,93.38405233
88.50582669,0.13132284,121.1907533,0.179900802,93.18309751
88.44383609,0.138124043,121.1044404,0.188275485,92.98219511
88.39436308,0.150394755,121.0449645,0.215000063,92.78128255
88.36945668,0.156574365,121.0118507,0.208576953,92.66977224
88.37734063,0.167572186,120.9686979,0.234362887,92.47969892
88.37787266,0.167362226,120.942334,0.234904606,92.27872161
88.40937022,0.165922499,120.9457065,0.240335905,92.16731124
88.39729588,0.174598309,120.9068439,0.244674058,92.06678995
88.44094994,0.185047699,120.9533457,0.271216489,91.96629047
88.53336862,0.1548073,121.0536025,0.241725997,92.04490599
88.57204817,0.140863392,121.0958803,0.238587001,92.14540083
88.60546836,0.135359671,121.1496534,0.218495803,92.24587112
88.64086415,0.136879657,121.1506462,0.214070237,92.43589164
88.69086448,0.138576079,121.09386,0.22327863,92.63681067
88.71231806,0.136264557,121.053562,0.221935222,92.92731287
88.7333773,0.138942701,120.9899377,0.230072438,93.31835915
88.78599246,0.137588615,120.9558118,0.232922229,93.63064133
88.81209969,0.130308853,120.8999382,0.232935345,93.93203341
88.82051219,0.138039144,120.7967206,0.244026633,94.23340975
88.83383485,0.145445278,120.7290063,0.249330443,94.44522485
88.83965256,0.143273001,120.5764139,0.249642248,94.64612227
88.84901608,0.14788275,120.4998131,0.254818502,94.84698404
88.86336592,0.138016692,120.4150216,0.237582325,94.95833389
88.87689028,0.144195118,120.364024,0.250685468,95.05881787
88.89753451,0.141653343,120.3247507,0.236219826,95.15928257
88.88910521,0.131437769,120.2742489,0.22695101,95.17014965
88.86306182,0.127084282,120.1910061,0.217992043,95.17016341
88.83959777,0.128521265,120.1435867,0.214005835,95.17016605
88.81586719,0.137308961,120.083205,0.213729423,95.17017732
88.79628303,0.136897569,120.052738,0.209506129,95.17020681
88.82080032,0.149754705,120.0774015,0.223608068,95.17022921
88.83524874,0.137373879,120.0955526,0.219659701,95.25997707
88.85199031,0.125183112,120.1162254,0.225932062,95.36039469
88.85642555,0.117014567,120.1166787,0.215888793,95.46082103
88.84893557,0.131028118,120.1066033,0.220902277,95.56124655
88.85743791,0.135946048,120.1040257,0.231767833,95.66163641
88.8635529,0.130604568,120.1000503,0.236555816,95.76209266
88.85988073,0.125692592,120.0795918,0.241990422,95.86257728
88.8717023,0.123838422,120.0722106,0.24115644,95.96305398
88.87546188,0.122907826,120.0491453,0.228568196,96.06348204
88.90100802,0.125495675,120.0543076,0.246357801,96.1638869
88.90898267,0.134281095,120.043611,0.252445013,96.17461077
88.90090159,0.132900881,120.0264273,0.246736737,96.17464524
88.89447825,0.145812297,120.0098455,0.253514322,96.08487043
107.7968841,0.155610945,145.4540518,0.263140289,97.18047016
107.6982377,0.144263451,145.3035213,0.241658597,97.18039636
107.6549505,0.140319176,145.1732301,0.255826365,97.18042433
107.6216349,0.145325148,145.0910183,0.254810645,97.18052293
107.576077,0.158507481,144.9549746,0.263141396,97.18054178
107.5594024,0.147015819,144.8837041,0.253677587,97.18055465
107.5315254,0.144741422,144.7817697,0.259588892,97.18060877
107.5269728,0.133575707,144.7237922,0.247813897,97.1806176
107.5139655,0.131467018,144.6764467,0.243661395,97.18060737
107.5023468,0.134056115,144.6314519,0.251831796,97.18054464
107.5060245,0.135340517,144.5907164,0.252350056,97.18055941
107.4880186,0.131891786,144.5604949,0.257995286,97.1806494
107.4851109,0.134871354,144.5503041,0.263230141,97.18063542
107.4815763,0.131085505,144.5469152,0.273502932,97.18056864
107.4703723,0.117165457,144.5460086,0.257507301,97.18054453
107.4466396,0.128229814,144.5325286,0.251502157,97.180558
107.3934617,0.132392342,144.5005327,0.255399319,97.18054807
107.3414305,0.140839954,144.458775,0.264120716,97.18054127
107.2557204,0.140178241,144.3828028,0.260089182,97.18053377
107.1875835,0.145141505,144.3250836,0.267425892,97.18054118
107.1396261,0.150366321,144.2789349,0.274610879,97.18057564
107.0879075,0.156223289,144.2263841,0.278266015,97.18057505
106.9782517,0.151521728,144.1062413,0.259433821,97.18060971
106.9186972,0.153880928,144.0315446,0.26143162,97.18063057
106.8691928,0.151916969,143.9639774,0.277367687,97.1806862
106.8324506,0.15937382,143.8434472,0.28396836,97.18074598
106.7744846,0.164317649,143.7428511,0.28368221,97.18076746
106.7451525,0.169005369,143.6833498,0.287110838,97.18078185
106.0904988,0.127370176,142.9103005,0.216240708,97.18079369
106.0398158,0.125129861,142.8557555,0.214634903,97.18078245
105.9742873,0.120428958,142.7477897,0.211583655,97.18077037
105.9383329,0.115807962,142.6996578,0.206236207,97.1807876
105.8684086,0.116314988,142.6058885,0.208731424,97.18077331
105.8316264,0.120528677,142.5401613,0.211455269,97.18078619
105.8086005,0.132920154,142.5105726,0.230144143,97.11951893
105.7663805,0.129176814,142.4816492,0.226400278,97.01892298
105.7165728,0.128012041,142.4028792,0.227781549,96.91836037
105.7079123,0.124114981,142.3748511,0.224542833,96.81774252
105.6947224,0.135211493,142.3586685,0.238767295,96.71716997
105.6629768,0.137220203,142.3427133,0.242060002,96.55538434
105.6315464,0.132475077,142.3289414,0.242144687,96.35436914
105.5974159,0.137537162,142.3158427,0.251153663,96.15334362
105.5352482,0.136237722,142.2787556,0.249302177,95.95235609
105.516354,0.136677642,142.2536853,0.248597724,95.75137404
105.4804193,0.123764528,142.2349675,0.230514318,95.61166533
105.3906163,0.123576136,142.180947,0.229190346,95.44997536
105.384274,0.127051891,142.1835335,0.226124022,95.24911634
105.3538656,0.131162921,142.1889606,0.233092338,95.04829826
105.3048699,0.12734272,142.1785138,0.218849526,94.84743772
105.2637713,0.131741127,142.1507684,0.2201404,94.64646933
105.2330797,0.13845689,142.12591,0.22333939,94.44556267
105.1859542,0.130727776,142.0860787,0.220518817,94.24465063
105.1965402,0.12306895,142.1096334,0.225597287,94.04376353
105.1903315,0.12023133,142.1265355,0.211731221,93.84283163
105.1935778,0.123217981,142.1504945,0.224785628,93.58054862
105.2337465,0.135679293,142.1932705,0.234186308,93.3404132
105.2636632,0.135319944,142.2194082,0.23857287,93.13946062
105.3022353,0.127685888,142.237417,0.228937878,92.93851969
105.3705923,0.149280029,142.2848002,0.256191148,92.73756487
105.403682,0.150933135,142.3477746,0.249397099,92.59792419
105.5095133,0.159053292,142.4330679,0.255550739,92.55885324
105.5550134,0.161192211,142.5196863,0.241525917,92.55884595
105.6641162,0.200953133,142.554257,0.263363301,92.62022525
105.6830818,0.182114421,142.6259776,0.278665817,92.72066759
105.6935183,0.186867724,142.6198456,0.263678797,92.94385687
105.7332302,0.178769153,142.5953929,0.251459899,93.24525785
105.8082184,0.183750955,142.5618428,0.263508225,93.54665215
105.8917593,0.183827779,142.5554424,0.262886107,93.90944064
105.9782176,0.185583097,142.5153789,0.263029743,94.3112487
106.0332536,0.188758177,142.4489263,0.279570206,94.71304988
106.0884784,0.183863653,142.4165851,0.280157566,95.05343059
106.1234495,0.178985106,142.34902,0.276930186,95.35476186
106.1540403,0.176072528,142.338607,0.269044809,95.65622691
106.2099553,0.181295259,142.3039358,0.279096949,95.9576606
106.3065715,0.173092271,142.2762833,0.273313769,96.19771926
106.339411,0.170118519,142.2417835,0.261815933,96.39870224
106.3842728,0.167029432,142.1705172,0.264997662,96.59968784
106.4171176,0.166315948,142.0999112,0.265543141,96.73924741
106.4274776,0.16103296,142.0682943,0.259444644,96.83983821
106.4563493,0.151606447,142.0486869,0.264459799,96.94044491
106.4637068,0.154373346,142.0286276,0.26944584,97.04104473
106.465647,0.148693609,141.9869609,0.272106874,97.14162549
106.4437184,0.149501691,141.9420896,0.270522845,97.11903884
106.432388,0.15665025,141.890409,0.287314842,97.01849195
106.4261575,0.160091943,141.878489,0.301426854,96.91790409
106.4299718,0.166932181,141.9112357,0.298831224,96.81734391
106.4097482,0.153478847,141.9095517,0.289222905,96.71677715
106.4055351,0.143859707,141.9046478,0.274512088,96.61624089
106.3871313,0.151783046,141.8904734,0.279037912,96.51567392
106.3657514,0.144477527,141.8647234,0.247492733,96.41507127
106.3544918,0.140728216,141.8415662,0.240572147,96.31445839
106.356252,0.147480695,141.8282049,0.246479199,96.21389659
106.392527,0.149662361,141.875877,0.256809652,96.17495527
106.4128424,0.139029559,141.9109798,0.242289938,96.17495506
106.4440115,0.129927641,141.9814722,0.233358154,96.17499601
106.4771619,0.142003381,142.0155394,0.25582064,96.17500432
106.5409248,0.153198506,142.1057582,0.272475483,96.17504668
106.5699275,0.163511173,142.1487028,0.280296545,96.17503432
106.6092321,0.156772266,142.208337,0.288590079,96.17501617
106.6403662,0.160516214,142.2466861,0.29044823,96.23678586
106.6887917,0.163688556,142.2909626,0.287154742,96.33741261
121.798,0.144330999,164.184657,0.298944382,95.16957679
122.0997134,0.166020733,164.4195425,0.334004413,95.16959543
122.1356968,0.185746994,164.4492818,0.348844017,95.16960343
122.1786548,0.180911063,164.4671099,0.340341534,95.16956887
122.1911242,0.162964732,164.4753922,0.322901711,95.16957628
122.2008733,0.17361468,164.4881312,0.32726448,95.16959331
122.200098,0.188231819,164.4987241,0.320516281,95.16956858
122.1808742,0.184000845,164.4517252,0.317080015,95.16958124
122.1695751,0.200670701,164.4399587,0.325747202,95.16956897
122.1850316,0.192514228,164.5118822,0.314720502,95.16956219
122.2045469,0.186119211,164.5645782,0.307114084,95.16956492
122.2059066,0.167887802,164.6081145,0.281190339,95.19517651
122.1703082,0.163108555,164.6119219,0.275197592,95.29560386
122.1456788,0.180143246,164.6063845,0.286300658,95.3960464
122.1413829,0.185435054,164.6276972,0.293639111,95.49647526
122.1324184,0.190542955,164.6290476,0.308428638,95.59691011
122.1353912,0.183392149,164.6551433,0.30460261,95.69734829
122.1306038,0.165987978,164.6900445,0.299008312,95.77210993
122.1144348,0.163128759,164.6708887,0.29585526,95.77213416
122.0773865,0.16469585,164.6355355,0.295017181,95.77213769
122.0362698,0.176284506,164.5836951,0.311169427,95.79780159
122.0031904,0.189387803,164.5372696,0.3284441,95.87259009
122.0042663,0.177364116,164.5445163,0.31753371,95.87259252
121.9985896,0.168073618,164.5548254,0.312984178,95.87259558
121.9644754,0.145369801,164.562201,0.28158636,95.84686803
121.9463367,0.140722664,164.550379,0.2749238,95.74641787
121.9156773,0.137652243,164.5431854,0.267043427,95.64598587
121.8898146,0.134167732,164.5420177,0.269001803,95.57124159
121.8859177,0.134371045,164.5476531,0.26327838,95.5712208
121.8606771,0.138241294,164.5906002,0.283652348,95.57122424
121.8398506,0.149242734,164.621307,0.268166973,95.54558873
121.8307883,0.14866838,164.6359789,0.247392618,95.44520313
121.7709633,0.143688296,164.636553,0.246031156,95.34481764
121.6788551,0.154847468,164.6666182,0.262966291,95.24439818
121.6376493,0.150573834,164.6981091,0.26136242,95.16971499
121.5819025,0.144864505,164.7239467,0.25629603,95.16974176
121.471059,0.161406572,164.7353264,0.269304029,95.16975624
121.3613335,0.150087451,164.7322066,0.265176163,95.1697613
121.2813685,0.141887155,164.7217418,0.250986558,95.16979566
121.1934242,0.133227571,164.7010307,0.243063172,95.1439825
121.163244,0.130477777,164.6830799,0.251988173,95.0435422
121.0718386,0.142715233,164.6905601,0.285378619,94.94314774
121.0190964,0.150870031,164.7089386,0.289457112,94.84270684
120.9645937,0.134931177,164.7233483,0.267357127,94.74228673
120.8274273,0.135235048,164.6822222,0.26269145,94.64185901
120.7466534,0.125291113,164.6437589,0.251707505,94.51554481
120.7113801,0.125949348,164.5982407,0.243978622,94.31469023
120.548909,0.141641349,164.5521861,0.264253943,94.11379704
120.4726883,0.139683571,164.5258182,0.269165175,93.88699906
120.311851,0.130050686,164.5149119,0.264189156,93.61147926
120.2169635,0.122530564,164.4891968,0.241947894,93.41051562
120.1719819,0.124636592,164.4698232,0.246309313,93.20951416
120.0980753,0.115410201,164.4614353,0.228520163,93.00855002
119.9308781,0.131709245,164.388617,0.243246409,92.80761577
119.8598277,0.128366523,164.3734081,0.234197137,92.58073315
119.8584834,0.137725382,164.4096425,0.238239766,92.30518982
119.8985255,0.146399795,164.4886354,0.242314695,92.07826395
119.9601422,0.158097994,164.5194254,0.243289906,91.77691144
120.0112075,0.171741811,164.5500512,0.24776047,91.50145479
120.1146684,0.188523205,164.5680015,0.268652394,91.30051225
120.1874886,0.198672334,164.5817942,0.273832178,91.07365307
120.2220579,0.199497461,164.5603898,0.270532239,90.77237006
120.2569141,0.201496439,164.51689,0.277291178,90.47105887
