(AC/DC)_red,(AC/DC)_ir,RR,SpO2
0.001227037,0.001784687,0.687536167,97.1806494
0.001254791,0.001821028,0.689056448,97.18063542
0.001219609,0.00189214,0.64456614,97.18056864
0.001090212,0.00178149,0.611966141,97.18054453
0.001193428,0.001740108,0.685835658,97.180558
0.001232778,0.001767463,0.697484782,97.18054807
0.001312074,0.001828347,0.717628959,97.18054127
0.001306954,0.001801386,0.725526571,97.18053377
0.001354089,0.001852941,0.730778069,97.18054118
0.001403461,0.001903333,0.737370294,97.18057564
0.001458832,0.00192937,0.756118545,97.18057505
0.001416379,0.001800296,0.786747945,97.18060971
0.001439233,0.0018151,0.79292232,97.18063057
0.001421523,0.001926646,0.73782222,97.1806862
0.001491811,0.001974149,0.755673029,97.18074598
0.001538922,0.00197354,0.779777828,97.18076746
0.00158326,0.001998219,0.79233565,97.18078185
0.00120058,0.001513122,0.793445925,97.18079369
0.001180027,0.001502459,0.785397282,97.18078245
0.001136398,0.00148222,0.766686299,97.18077037
0.001093164,0.001445247,0.756385692,97.1807876
0.001098675,0.001463694,0.750617901,97.18077331
0.001138872,0.001483479,0.767703732,97.18078619
0.001256232,0.001614927,0.777887915,97.11951893
0.001221341,0.001588979,0.768632783,97.01892298
0.001210899,0.001599557,0.757021081,96.91836037
0.001174131,0.001577124,0.744476157,96.81774252
0.001279264,0.001677223,0.762727464,96.71716997
0.001298659,0.001700544,0.763672977,96.55538434
0.001254124,0.001701303,0.737155002,96.35436914
0.001302467,0.001764763,0.73804102,96.15334362
0.001290922,0.001752209,0.736739279,95.95235609
0.001295322,0.001747566,0.741214793,95.75137404
0.001173341,0.001620659,0.723990408,95.61166533
0.001172553,0.001611962,0.727407456,95.44997536
0.001205606,0.001590367,0.758067586,95.24911634
0.001244975,0.001639314,0.759448775,95.04829826
0.001209277,0.001539259,0.785622706,94.84743772
0.001251533,0.00154864,0.808149875,94.64646933
0.001315716,0.001571419,0.837279047,94.44556267
0.001242825,0.001552009,0.800785126,94.24465063
0.001169895,0.001587488,0.736947731,94.04376353
0.001142988,0.001489737,0.767241514,93.84283163
0.001171345,0.001581321,0.740738123,93.58054862
0.001289314,0.001646958,0.78284554,93.3404132
0.001285533,0.001677499,0.766339378,93.13946062
0.001212566,0.001609547,0.753358192,92.93851969
0.001416714,0.001800552,0.786822331,92.73756487
0.001431953,0.001752027,0.817312417,92.59792419
0.001507478,0.001794181,0.840203972,92.55885324
0.001527092,0.001694685,0.901106878,92.55884595
0.001901811,0.00184746,1.029419026,92.62022525
0.001723213,0.001953822,0.881969983,92.72066759
0.001768015,0.001848823,0.956292376,92.94385687
0.001690757,0.00176345,0.958777513,93.24525785
0.001736642,0.001848378,0.939548772,93.54665215
0.001735997,0.001844097,0.941380381,93.90944064
0.001751144,0.001845624,0.94880874,94.3112487
0.001780179,0.0019626,0.90705157,94.71304988
0.001733116,0.00196717,0.881020222,95.05343059
0.001686575,0.001945431,0.866941356,95.35476186
0.001658651,0.001890175,0.877512202,95.65622691
0.001706952,0.001961274,0.870328178,95.9576606
0.001628237,0.001921007,0.847595347,96.19771926
0.001599769,0.00184064,0.869137444,96.39870224
0.001570058,0.001863942,0.842331569,96.59968784
0.001562868,0.001868707,0.83633664,96.73924741
0.001513077,0.001826197,0.828539971,96.83983821
0.001424118,0.001861755,0.764933465,96.94044491
0.001450009,0.001897123,0.764319855,97.04104473
0.001396635,0.001916422,0.728772132,97.14162549
0.001404514,0.001905868,0.736942015,97.11903884
0.001471829,0.002024907,0.726862502,97.01849195
0.001504254,0.002124542,0.708036597,96.91790409
0.00156847,0.002105762,0.744846753,96.81734391
0.001442338,0.002038079,0.707694885,96.71677715
0.001351995,0.001934483,0.69889205,96.61624089
0.001426705,0.001966573,0.725477903,96.51567392
0.001358309,0.001744569,0.778592923,96.41507127
0.0013232,0.001696062,0.78015971,96.31445839
0.001386667,0.001737872,0.797911054,96.21389659
0.0014067,0.001810101,0.777138966,96.17495527
0.001306511,0.001707338,0.765233052,96.17495506
0.00122062,0.001643582,0.74265826,96.17499601
0.001333651,0.001801357,0.740359246,96.17500432
0.001437931,0.001917413,0.749932739,96.17504668
0.001534309,0.001971854,0.778104487,96.17503432
0.001470532,0.002029347,0.724632954,96.17501617
0.001505211,0.002041863,0.737175178,96.23678586
0.001534262,0.002018081,0.760257734,96.33741261
0.001185003,0.001820781,0.650821114,95.16957679
0.001359714,0.002031416,0.669343287,95.16959543
0.001520825,0.002121286,0.716935164,95.16960343
0.001480709,0.002069359,0.715539966,95.16956887
0.001333687,0.001963222,0.679335877,95.16957628
0.001420732,0.001989593,0.714081577,95.16959331
0.001540357,0.001948442,0.790558341,95.16956858
0.001505971,0.001928104,0.781063157,95.16958124
0.001642559,0.001980949,0.829177614,95.16956897
0.001575596,0.001913056,0.823601373,95.16956219
0.001523014,0.001866222,0.816094525,95.16956492
0.001373811,0.001708241,0.80422541,95.19517651
0.001335092,0.001671796,0.798597099,95.29560386
0.001474823,0.001739305,0.847938212,95.3960464
0.0015182,0.001783656,0.851173327,95.49647526
0.001560134,0.001873476,0.83274821,95.59691011
0.001501548,0.001849943,0.811672611,95.69734829
0.001359102,0.001815582,0.748576545,95.77210993
0.001335868,0.001796646,0.743534393,95.77213416
0.00134911,0.001791941,0.752876435,95.77213769
0.001444526,0.001890646,0.76403826,95.79780159
0.001552318,0.001996168,0.777649039,95.87259009
0.001453753,0.001929774,0.753328357,95.87259252
0.001377669,0.001902005,0.724324172,95.87259558
0.001191903,0.001711124,0.696561258,95.84686803
0.001153972,0.001670758,0.690687887,95.74641787
0.001129077,0.001622938,0.695699583,95.64598587
0.00110073,0.001634852,0.673290195,95.57124159
0.001102433,0.001600013,0.689014972,95.5712208
0.001134421,0.001723381,0.658253004,95.57122424
0.001224909,0.001628993,0.751942435,95.54558873
0.001220286,0.001502664,0.812081412,95.44520313
0.001179988,0.00149439,0.789612126,95.34481764
0.001272591,0.001596962,0.796882847,95.24439818
0.001237888,0.001586918,0.780058116,95.16971499
0.001191497,0.001555912,0.765786865,95.16974176
0.001328766,0.001634768,0.812816081,95.16975624
0.001236699,0.001609741,0.768259741,95.1697613
0.001169901,0.0015237,0.767802382,95.16979566
0.001099297,0.001475784,0.744890111,95.1439825
0.001076876,0.00153014,0.703776044,95.0435422
0.001178765,0.001732817,0.680259269,94.94314774
0.001246663,0.001757386,0.709385028,94.84270684
0.00111546,0.001623068,0.687254247,94.74228673
0.001119241,0.001595142,0.701656433,94.64185901
0.001037636,0.001528801,0.678725668,94.51554481
0.001043392,0.001482267,0.703916463,94.31469023
0.00117497,0.001605897,0.731659387,94.11379704
0.001159463,0.001636006,0.70871548,93.88699906
0.001080947,0.001605868,0.673123138,93.61147926
0.001019245,0.001470904,0.692937736,93.41051562
0.001037152,0.001497596,0.692544576,93.20951416
0.000960966,0.001389506,0.6915884,93.00855002
0.00109821,0.001479703,0.742182229,92.80761577
0.001070972,0.001424787,0.751671543,92.58073315
0.001149067,0.001449062,0.792972704,92.30518982
0.001221031,0.001473139,0.828863031,92.07826395
0.001317921,0.001478791,0.891214987,91.77691144
0.001431048,0.001505685,0.950430223,91.50145479
0.001569527,0.00163247,0.961442794,91.30051225
0.00165302,0.001663806,0.993517327,91.07365307
0.001659408,0.001643969,1.009391157,90.77237006
0.00167555,0.001685488,0.994103857,90.47105887
0.001734713,0.001585932,1.093812797,90.16973725
0.001769383,0.001667916,1.060834405,89.92036772
0.001769132,0.001693827,1.044458383,89.84593216
0.001739505,0.001754672,0.991355948,89.87184707
0.001822075,0.001743567,1.045027316,89.99828064
0.001796266,0.001695356,1.059521239,90.22518706
0.001764011,0.00169083,1.043280786,90.52656058
0.001658521,0.001661996,0.997908602,90.87995328
0.001701809,0.001727512,0.985121511,91.40823413
0.001685735,0.001749577,0.963510094,92.01089878
0.001614855,0.001783949,0.90521323,92.61356879
0.001605222,0.001857832,0.864029869,93.21631147
0.001501919,0.001741128,0.862612746,93.76692693
0.001502896,0.001729992,0.868730225,94.16880593
0.00151973,0.001799356,0.844596804,94.54462993
0.001484488,0.001827497,0.812306667,94.8199669
0.001502051,0.001892866,0.793532813,95.04698288
0.001427998,0.001831386,0.779735806,95.32224527
0.001420705,0.001839783,0.772213439,95.49703532
0.001431988,0.001855454,0.771772231,95.59748
0.001392224,0.001883953,0.738990961,95.6979175
0.001308765,0.001777312,0.736373059,95.77227251
0.001351137,0.001829801,0.738406342,95.79838974
0.001385809,0.001820822,0.76108996,95.89880199
0.001305485,0.0017899,0.729361968,95.99921353
0.00134479,0.001891091,0.711118796,96.09965151
0.001399222,0.001836415,0.761931446,96.17400917
0.00126784,0.001768957,0.716715975,96.17401444
0.001192025,0.001701303,0.700653779,96.17405224
0.001360931,0.001839341,0.739901591,96.17407264
0.001344928,0.001812789,0.741911073,96.17409897
0.001394925,0.001881505,0.74138814,96.17414843
0.001553485,0.001974789,0.786658458,96.17415684
0.001469652,0.002011747,0.730535236,96.17416111
0.001433804,0.001901214,0.754151891,96.17417974
0.001465742,0.001831728,0.800196587,96.17417173
0.0014592,0.001873688,0.77878527,96.17413585
0.001366619,0.001870786,0.730505096,96.17413949
